Function,RT,Violations,Cores
Ord,317.3,0,2095.3
Cat,50.5,0,126.4
Shi,15.4,0,413.8
Use,24.1,0,153.6
Pay,13.7,0,605.4
Uti,58.9,0,510.5
Del,185.8,552,1526.9
