Function,RT,Violations,Cores
Ord,317.3,0.0,2092.8
dev,0.1,0.0,5.2
Cat,50.6,0.0,126.4
dev,0.1,0.0,0.0
Shi,15.4,0.0,413.8
dev,0.0,0.0,0.0
Use,24.1,0.0,153.7
dev,0.0,0.0,0.1
Pay,13.7,0.0,605.4
dev,0.0,0.0,0.0
Uti,58.9,0.0,510.5
dev,0.0,0.0,0.0
Del,185.8,45.9,1526.9
dev,0.1,0.0,0.2
