Function,RT,Violations,Cores
Ord,317.3,0,2098.7
Cat,50.6,0,126.4
Shi,15.4,0,413.8
Use,24.1,0,153.5
Pay,13.8,0,605.4
Uti,58.9,0,510.5
Del,185.8,551,1526.8
