Function,RT,Violations,Cores
Ord,317.4,0,2097.4
Cat,50.5,0,126.4
Shi,15.4,0,413.8
Use,24.1,0,153.7
Pay,13.7,0,605.4
Uti,58.9,0,510.5
Del,186.0,551,1526.8
