Function,RT,Violations,Cores
Ord,317.2,0,2092.6
Cat,50.6,0,126.4
Shi,15.4,0,413.8
Use,24.1,0,153.7
Pay,13.7,0,605.4
Uti,58.9,0,510.5
Del,185.7,551,1527.0
