Function,RT,Violations,Cores
Ord,317.3,0,2089.1
Cat,50.6,0,126.4
Shi,15.4,0,413.8
Use,24.1,0,153.7
Pay,13.8,0,605.4
Uti,58.8,0,510.5
Del,185.9,552,1526.8
