Function,RT,Violations,Cores
Ord,291.3,0,787.8
Cat,72.4,0,87.6
Shi,20.6,0,312.0
Use,29.7,0,127.2
Pay,14.4,0,577.8
Uti,79.0,0,372.2
Del,92.0,0,449.6
