Function,RT,Violations,Cores
Ord,291.3,0,787.9
Cat,72.4,0,87.7
Shi,20.6,0,312.2
Use,29.7,0,127.1
Pay,14.4,0,577.2
Uti,79.0,0,372.4
Del,92.0,0,450.1
