Function,RT,Violations,Cores
Ord,291.3,0,788.6
Cat,72.4,0,87.7
Shi,20.6,0,311.9
Use,29.7,0,126.9
Pay,14.4,0,579.3
Uti,79.0,0,372.4
Del,92.0,0,449.5
