Function,RT,Violations,Cores
Ord,291.3,0,787.8
Cat,72.5,0,87.6
Shi,20.6,0,312.2
Use,29.7,0,127.0
Pay,14.4,0,578.4
Uti,79.0,0,371.9
Del,92.0,0,449.4
