Function,RT,Violations,Cores
Ord,291.3,0,788.1
Cat,72.4,0,87.5
Shi,20.6,0,312.0
Use,29.7,0,127.0
Pay,14.4,0,578.8
Uti,79.0,0,372.6
Del,92.0,0,449.3
