Function,RT,Violations,Cores
Ord,291.3,0,789.1
Cat,72.4,0,87.7
Shi,20.6,0,312.0
Use,29.7,0,127.0
Pay,14.4,0,578.0
Uti,79.0,0,372.7
Del,92.0,0,449.5
