Function,RT,Violations,Cores
Ord,384.7,0,787.6
Cat,72.4,0,87.6
Shi,20.6,0,312.4
Use,29.7,0,127.2
Pay,14.4,0,577.8
Uti,79.0,0,372.4
Del,185.4,551,1529.8
