Function,RT,Violations,Cores
Ord,384.6,0,787.6
Cat,72.5,0,87.7
Shi,20.6,0,312.1
Use,29.7,0,127.3
Pay,14.4,0,578.5
Uti,79.0,0,372.1
Del,185.3,551,1530.2
