Function,RT,Violations,Cores
Ord,384.7,0,788.2
Cat,72.4,0,87.4
Shi,20.6,0,312.1
Use,29.7,0,127.1
Pay,14.4,0,578.1
Uti,79.0,0,372.3
Del,185.4,550,1529.8
