Function,RT,Violations,Cores
Ord,384.8,0,788.9
Cat,72.4,0,87.6
Shi,20.6,0,311.9
Use,29.7,0,127.1
Pay,14.4,0,577.4
Uti,79.0,0,372.0
Del,185.5,551,1529.9
