Function,RT,Violations,Cores
Ord,384.6,0,788.0
Cat,72.4,0,87.7
Shi,20.6,0,312.3
Use,29.7,0,126.8
Pay,14.4,0,579.2
Uti,79.0,0,371.8
Del,185.4,551,1529.5
