Function;RT;Violations;Cores
Ord;384.7;0.0;788.3
dev;0.1;0.0;0.5
Cat;72.4;0.0;87.6
dev;0.0;0.0;0.1
Shi;20.6;0.0;312.1
dev;0.0;0.0;0.2
Use;29.7;0.0;127.1
dev;0.0;0.0;0.1
Pay;14.4;0.0;578.3
dev;0.0;0.0;0.5
Uti;79.0;0.0;372.2
dev;0.0;0.0;0.3
Del;185.4;45.9;1529.8
dev;0.1;0.0;0.2
