Function,RT,Violations,Cores
Ord,384.7,0,788.2
Cat,72.4,0,87.7
Shi,20.6,0,311.7
Use,29.7,0,127.2
Pay,14.4,0,578.4
Uti,79.0,0,372.1
Del,185.4,551,1529.8
