Function,RT,Violations,Cores
Ord,384.6,0,787.1
Cat,72.4,0,87.6
Shi,20.6,0,312.2
Use,29.7,0,127.0
Pay,14.4,0,578.0
Uti,79.0,0,372.1
Del,185.3,551,1529.8
