Function,RT,Violations,Cores
Ord,384.9,0,788.5
Cat,72.4,0,87.7
Shi,20.6,0,312.5
Use,29.7,0,127.1
Pay,14.4,0,578.6
Uti,79.0,0,372.0
Del,185.6,550,1529.7
